item_id,run_id,repetition_index,generated_question,generated_answer,generated_correct_answer,status,error_log,included_in_avg,score_l2_1_contract,score_l2_2_purity,score_l3_total,score_l3_1_internal,score_l3_2_external,score_l4_total,score_l4_1_numeric,score_l4_2_visual,score_l4_3_artifacts,score_l4_4_mqi,score_math_total,score_math_quality,score_math_difficulty,score_math_sympy_verified,score_math_hygiene_score,score_math_is,complexity_math_ops,complexity_inference_steps,complexity_ast_nodes,complexity_loop_depth,student_input_test,student_input_result,exec_time_ms
64aa9070-cad8-4417-aa72-12aed9defc35,23d321f4-3435-4c2b-9136-13b24749ea9d,1,,,,ERROR,AttributeError: 'NoneType' object has no attribute 'get',0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,False,15,0.0,0,0,0,0,,,0.0
2a4606c3-2f81-47f8-a5c5-f1a6c096baf0,23d321f4-3435-4c2b-9136-13b24749ea9d,2,,,,ERROR,AttributeError: 'NoneType' object has no attribute 'get',0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,False,15,0.0,0,0,0,0,,,0.0
b20d1005-202e-4d04-b67a-d0237bb344ae,23d321f4-3435-4c2b-9136-13b24749ea9d,3,,,,ERROR,AttributeError: 'NoneType' object has no attribute 'get',0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,False,15,0.0,0,0,0,0,,,0.0
292cfdb0-292b-45f9-ae0e-19cd08fcafa4,d56d12b7-1d82-4e41-aa96-2adc811ef473,1,72÷100,,,PASS,,1,6.0,7.5,13.0,10.0,3.0,13.33,5,3,5,0.33,26.33,0.0,0.0,False,15,0.0,1,0,508,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
b0dbdec1-586f-474b-814a-7262740b3f7c,d56d12b7-1d82-4e41-aa96-2adc811ef473,2,60+47,,107,PASS,,1,7.5,7.5,20.0,10.0,10.0,13.0,5,3,5,0.0,33.0,0.0,0.0,True,15,0.0,0,0,508,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
dc07a998-48dd-4ee5-9dda-01f9362d532c,d56d12b7-1d82-4e41-aa96-2adc811ef473,3,-54×92,,,PASS,,1,6.0,7.5,13.0,10.0,3.0,13.67,5,3,5,0.67,26.67,0.0,0.0,False,15,0.0,2,0,508,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
54f3bd8a-b21c-40d0-b2b7-b83857fc6658,4ca7c499-507b-4baf-b01f-decc0bc140c8,1,計算 $$[(25 \times 2) + (-2)] \div 4 + |(-9) \times (-6) - 15|$$ 的值。,,51,PASS,,1,7.5,7.5,20.0,10.0,10.0,28.0,5,3,5,5.0,48.0,0.0,0.0,True,15,10.0,15,5,3571,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
09cceaea-336a-465c-bf81-f316bde6b27b,4ca7c499-507b-4baf-b01f-decc0bc140c8,2,計算 $$[(27 \times 2) + 1] \div 5 + |7 \times 4 - 13|$$ 的值。,,26,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.0,5,3,5,4.0,47.0,0.0,0.0,True,15,10.0,12,5,3571,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
83317d94-9785-4388-bdbc-41e986bd500f,4ca7c499-507b-4baf-b01f-decc0bc140c8,3,計算 $$[(33 \times 3) + 1] \div 10 + |(-4) \times (-10) - 11|$$ 的值。,,39,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.67,5,3,5,4.67,47.67,0.0,0.0,True,15,10.0,14,5,3571,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
f11cab8b-6631-46e2-9da9-d3aee5ef7786,38770f40-1f8a-4649-8471-4f57d642796f,1,計算 $$[((-1) \times 5) + 29] \div 3 + |7 \times (-1) - 7|$$ 的值。,,22,PASS,,1,7.5,7.5,20.0,10.0,10.0,27.67,5,3,5,4.67,47.67,0.0,0.0,True,15,10.0,14,5,3571,1,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
