                           timestamp      model_name  ablation_id  sample_index                                run_id
0   2026-02-19T20:04:48.494376+00:00         unknown            1             0  f50a62c3-239b-4c28-9478-bb6db62c7a25
1   2026-02-19T20:08:41.903467+00:00         unknown            1             0  8bd872c7-4b19-43a4-a7a9-e38e1845371d
2   2026-02-19T20:16:30.286797+00:00         unknown            1             0  b1db9463-373b-4d74-9ab6-97e71d3e4dc7
3   2026-02-19T20:16:52.937661+00:00         unknown            2             1  ef8de1aa-50ba-4b5d-999c-474249037bed
4   2026-02-19T20:17:12.653563+00:00         unknown            2             1  fba4aa89-f02c-44bf-b5b4-570f26825185
5   2026-02-19T20:17:30.145918+00:00         unknown            2             1  bad8cf91-190e-46ca-a19c-c1c97e341d3f
6   2026-02-19T20:17:46.610645+00:00         unknown            2             1  c7e8e280-e5d8-45cd-8262-a713e5127437
7   2026-02-19T20:18:02.959127+00:00         unknown            2             1  2b71dfbb-186c-4db4-b6f7-ac7cab02ecc2
8   2026-02-19T20:18:20.647354+00:00         unknown            3             2  09c7294e-9ba3-4337-83d2-0583ac0ace05
9   2026-02-19T20:18:38.170407+00:00         unknown            3             2  ab11a427-5516-4a25-9867-fa0b6e292d84
10  2026-02-19T20:18:55.810733+00:00         unknown            3             2  2964b715-c108-4d9d-9622-7e9a0d6edf14
11  2026-02-19T20:19:14.608012+00:00         unknown            3             2  837f23cf-1e9b-4a5c-964e-eb8818f8962a
12  2026-02-19T20:19:35.813473+00:00         unknown            3             2  c9ae5a5d-c8c1-4fbe-960f-c49c41617a06
13  2026-02-19T20:25:52.442149+00:00         unknown            1             3  d945e03d-e99a-4acb-8cc3-a4290b8eb5f0
14  2026-02-19T20:38:25.624682+00:00         unknown            1             3  7eddbf90-515f-406b-a5c3-9358d3ae3823
15  2026-02-19T20:38:43.939776+00:00         unknown            2             4  e8d9de3f-9c34-49e3-8def-5b5bdf9822ca
16  2026-02-19T20:39:01.214174+00:00         unknown            2             4  a1d257e4-7378-4a99-88e9-7c4c38b4cbc2
17  2026-02-19T20:39:20.750473+00:00         unknown            2             4  96d30699-fe71-47e7-a9e3-06754dae5da3
18  2026-02-19T20:39:39.815142+00:00         unknown            2             4  25b02794-0605-4009-90ea-a516c040cd4b
19  2026-02-19T20:39:55.828966+00:00         unknown            2             4  2399f5b0-fafa-4db3-9f34-6ccc1d098d0e
20  2026-02-19T20:40:18.606885+00:00         unknown            3             5  33675654-bdd6-464c-b62c-868868009b29
21  2026-02-19T20:40:36.464122+00:00         unknown            3             5  54cac944-7688-41ba-9647-aa4bc2c330bd
22  2026-02-19T20:40:51.879597+00:00         unknown            3             5  ed17364a-56de-41e1-9fc6-17734dbca1cf
23  2026-02-19T20:41:15.291890+00:00         unknown            3             5  e282b720-f9f2-40ee-9fd2-fe1a83f559fa
24  2026-02-19T20:41:32.716163+00:00         unknown            3             5  43163e10-e1e2-4a71-91d0-7b3f47b0a774
25  2026-02-19T20:47:38.737043+00:00         unknown            1             6  9f5b7ee4-83d4-4607-9a7b-e869639fffbb
26  2026-02-19T20:50:43.819990+00:00         unknown            1             6  304ea2bc-f6f4-4b92-9908-2dc89962c77f
27  2026-02-19T20:57:45.540821+00:00         unknown            1             6  5af55e8a-a4ff-4efa-9bff-b0ad3c337cb1
28  2026-02-19T20:58:05.419447+00:00         unknown            2             7  f93541b1-dead-4b92-9716-128afa0c5407
29  2026-02-19T20:58:21.759605+00:00         unknown            2             7  71c19830-6e38-4b99-80e1-c60796e64f2c
30  2026-02-19T20:58:39.408197+00:00         unknown            2             7  cb5dd2a3-a893-4f34-8bc3-437e8bc735f5
31  2026-02-19T20:58:58.281174+00:00         unknown            2             7  3f7bb7eb-44da-42e8-ac93-f647a02b249f
32  2026-02-19T20:59:14.172540+00:00         unknown            2             7  85f3072c-5368-4a1c-9e0d-10ed78207693
33  2026-02-19T20:59:32.034263+00:00         unknown            3             8  d20abf23-a4eb-460f-9469-65959f004de8
34  2026-02-19T20:59:49.953817+00:00         unknown            3             8  76545b33-79de-48c4-99cb-f00a0071c419
35  2026-02-19T21:00:06.462868+00:00         unknown            3             8  2771dce1-e4a7-4e37-bc8b-7f54bd04d1ac
36  2026-02-19T21:00:22.544362+00:00         unknown            3             8  cc2a1b27-496e-460c-a0b5-2186d050b9f6
37  2026-02-19T21:00:41.046038+00:00         unknown            3             8  482fbf4e-19af-4a6e-91bb-d1502dd053e3
38        2026-02-20T00:24:08.043499  Gemini_3_flash            1             0  a9b0adc6-6027-4985-b19e-8f8f5dc11720
39        2026-02-20T01:02:27.208357  Gemini_3_flash            1             0  dd19f292-0baf-47d1-a305-712923b04fb3
40        2026-02-20T01:19:53.226334  Gemini_3_flash            1             3  da1d7f81-30ca-432f-89a3-78422888028e
41        2026-02-20T01:35:03.258120  Gemini_3_flash            1             3  62d81a67-50b6-4368-bf18-924aa7b5a044
42        2026-02-20T01:50:13.276815  Gemini_3_flash            1             3  55891c7c-e47c-4a53-b844-9b249bb82ff9
43        2026-02-20T03:20:36.491148       Qwen3_14B            1             3  a67f4e4b-fe0f-47e0-ad3b-9a566c712fe6
44        2026-02-20T03:49:55.771609       Qwen3_14B            1             6  c5e30bbd-4ca5-4936-b5cd-103ed19b4634
45        2026-02-20T04:02:43.149662         unknown            1             0  dcf736e4-c707-4881-95d7-7ee602daf7f6
46        2026-02-20T04:13:14.207318         unknown            1             0  bbb7f85c-01a4-4200-95cc-a9973e5107d1
47        2026-02-20T04:24:08.155937         unknown            1             3  0ebf583c-3d82-4189-a21c-e5d1dd5f2c20
48        2026-02-20T04:30:24.789245         unknown            1             3  d0c03bfd-acc7-496f-8800-6ca61b3afeef
49        2026-02-20T04:34:56.722434         unknown            1             3  3f404e6b-fbbc-4931-8041-fe8ca17dfa50
50        2026-02-20T04:44:38.697938         unknown            1             6  951eacb7-5994-4d1f-b120-fb77732b9967
51        2026-02-20T04:55:15.979480         unknown            1             6  fd1b6db9-4c91-4568-951e-83a6443a2b70
