item_id,run_id,repetition_index,generated_question,generated_answer,generated_correct_answer,status,error_log,included_in_avg,score_l2_1_contract,score_l2_2_purity,score_l3_total,score_l3_1_internal,score_l3_2_external,score_l4_total,score_l4_1_numeric,score_l4_2_visual,score_l4_3_artifacts,score_l4_4_mqi,score_math_total,score_math_quality,score_math_difficulty,score_math_sympy_verified,score_math_hygiene_score,score_math_is,complexity_math_ops,complexity_inference_steps,complexity_ast_nodes,complexity_loop_depth,student_input_test,student_input_result,exec_time_ms
000be34b-20c2-408f-a006-f2c6df2ba315,7920f82c-f4cc-42c0-82c4-553b627d2f83,1,\left(2\sqrt{1} + 5\sqrt{5} - 1\sqrt{4}\right) + \left(2\sqrt{3} + 1\sqrt{5}\right)\left(3\sqrt{3} - 4\sqrt{4}\right),,,PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,49,17,528,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
86ef380f-3f36-4e09-b41d-41282bfe868d,7920f82c-f4cc-42c0-82c4-553b627d2f83,2,\left(3\sqrt{4} + 4\sqrt{4} - 5\sqrt{1}\right) + \left(2\sqrt{1} + 5\sqrt{2}\right)\left(2\sqrt{2} - 1\sqrt{2}\right),,,PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,45,14,528,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.03
d580f8ea-c7b2-4529-bd0c-2124a929348e,7920f82c-f4cc-42c0-82c4-553b627d2f83,3,\left(3\sqrt{2} + 5\sqrt{2} - 1\sqrt{3}\right) + \left(1\sqrt{2} + 5\sqrt{5}\right)\left(2\sqrt{2} - 1\sqrt{4}\right),,,PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,50,17,528,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
9945ea43-c96b-40c9-b38b-88aab0c720f9,5a41806a-8d10-4e89-aef0-87abcb11af85,1,\left(5\sqrt{1} + 1\sqrt{3} - 5\sqrt{4}\right) + \left(4\sqrt{4} + 1\sqrt{4}\right)\left(3\sqrt{4} - 3\sqrt{4}\right),,,PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,40,11,532,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
14d990d0-3c4e-45ea-92f1-621c67aab498,5a41806a-8d10-4e89-aef0-87abcb11af85,2,\left(4\sqrt{1} + 4\sqrt{3} - 3\sqrt{3}\right) + \left(4\sqrt{1} + 4\sqrt{3}\right)\left(2\sqrt{4} - 3\sqrt{3}\right),,,PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,50,15,532,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
24332267-c139-40a3-9441-30832bc3ab96,5a41806a-8d10-4e89-aef0-87abcb11af85,3,\left(5\sqrt{3} + 1\sqrt{5} - 4\sqrt{4}\right) + \left(1\sqrt{2} + 3\sqrt{5}\right)\left(4\sqrt{3} - 2\sqrt{2}\right),,,PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,54,18,532,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
c116e19b-32c1-46de-add9-19249ff2b24f,2cf9d052-fddf-4f53-a380-1f13bf52dec4,1,\left(1\sqrt{5} + 4\sqrt{2} - 2\sqrt{5}\right) + \left(1\sqrt{2} + 5\sqrt{4}\right)\left(2\sqrt{4} - 4\sqrt{4}\right),,,PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,48,15,528,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
dba4d07f-a16f-45a8-a8a4-44515b85655d,2cf9d052-fddf-4f53-a380-1f13bf52dec4,2,\left(1\sqrt{4} + 4\sqrt{4} - 1\sqrt{5}\right) + \left(4\sqrt{1} + 5\sqrt{4}\right)\left(3\sqrt{1} - 3\sqrt{3}\right),,,PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,42,12,528,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.02
895013dd-06a1-45f2-ab81-35502ae584be,2cf9d052-fddf-4f53-a380-1f13bf52dec4,3,\left(4\sqrt{5} + 2\sqrt{2} - 3\sqrt{1}\right) + \left(5\sqrt{2} + 3\sqrt{4}\right)\left(1\sqrt{4} - 2\sqrt{4}\right),,,PASS,,1,6.0,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,47,16,528,0,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.01
249bbc7c-e996-4414-9a19-1d28ce435d36,14d2cff2-bfc1-47ff-a44b-a33d5ca8b016,1,化簡 $$(-3\sqrt{5} - 2\sqrt{3} + 4\sqrt{50}) + 3(\sqrt{5} + \sqrt{7})$$,,20\sqrt{2} - 2\sqrt{3} + 3\sqrt{7},PASS,,1,7.5,7.5,18.0,10.0,8.0,29.0,5,4,5,5.0,47.0,0.0,0.0,False,15,10.0,28,7,4070,2,✓ 標準形式 | ✓ 小數形式 | ✓ 省略乘號 | ✓ 明顯錯誤,PASS,0.04
